submitted_on,latitude,longitude,waste_active,type_of_wastesite,site_open_year,site_managed_local,site_close_year,site_years_open,waste_state,waste_category,pollution_evidence,solidwaste_source,municipal_pop_served,municipal_ops_type,municipal_ops_other,commercial_ops_type,industrial_ops_type,sludge_source,sludge_source_other,sludge_ops_type,sludge_ops_other,drinking_treatment,drinking_sludge_local,waste_water_treatment,waste_water_board_mgmt,waste_water_manager,waste_water_sludge_local,waste_water_category
26/06/2018,-13.8980325,33.7263022,Yes,NA,5/1/2017,No,NA,NA,Liquid waste,Household waste,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,Owner ,NA,Waste water discharge from Domestic or Municipal sources
26/06/2018,-13.8951051,33.710255,Yes,NA,10/1/2015,No,NA,NA,Liquid waste,Household waste,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,Owner ,NA,Waste water discharge from Domestic or Municipal sources
27/06/2018,-13.8209211,33.446669,Yes,NA,7/1/2001,Yes,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-13.8208371,33.4465561,Yes,NA,7/1/2001,Yes,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-13.8203689,33.4469017,Yes,NA,10/1/2011,No,NA,NA,"Solid waste, Liquid waste",Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,None ,NA,Waste water discharge from Domestic or Municipal sources
27/06/2018,-13.8244463,33.601635,Yes,NA,3/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-13.8240636,33.6020931,Yes,NA,1/1/2001,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-14.250413,33.7785984,Yes,NA,6/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-13.8247452,33.6023108,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-13.8244971,33.6044498,Yes,NA,4/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-13.8203459,33.447136,Yes,NA,6/1/2016,No,NA,NA,"Solid waste, Liquid waste",Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,None ,NA,Waste water discharge from Domestic or Municipal sources
27/06/2018,-13.8244196,33.6047873,Yes,NA,6/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-13.8241238,33.6048186,Yes,NA,1/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-13.8237092,33.6042969,Yes,NA,2/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-14.1122126,34.0513205,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-13.8175407,33.444184,Yes,NA,4/1/2001,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-13.8174139,33.4436647,Yes,NA,3/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-13.8176065,33.4436642,Yes,NA,5/1/2013,No,NA,NA,"Solid waste, Liquid waste",Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,None ,NA,Waste water discharge from Domestic or Municipal sources
27/06/2018,-14.0051811,33.8286668,Yes,NA,10/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-14.0240959,33.3777816,Yes,NA,1/1/2015,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-13.8179865,33.4443937,Yes,NA,5/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-13.8204079,33.446909,Yes,NA,10/1/2011,No,NA,NA,"Solid waste, Liquid waste",Stagnant water,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,None ,NA,Waste water discharge from Domestic or Municipal sources
27/06/2018,-14.0243355,33.3780952,Yes,NA,3/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-14.0241849,33.3781684,Yes,NA,1/1/2013,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-14.0241674,33.3781911,Yes,NA,1/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-14.0238988,33.3779779,Yes,NA,1/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-14.0253215,33.3782425,Yes,NA,5/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/06/2018,-14.0221225,33.3780028,Yes,NA,1/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-14.1209181,34.0749246,Yes,NA,4/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-15.7866589,35.0158702,Yes,NA,4/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Commercial - collection and disposal,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-15.7867144,35.0159366,Yes,NA,4/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Commercial - collection and disposal,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-13.817766,33.4440108,Yes,NA,5/1/2009,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-13.8442526,33.8567701,Yes,NA,3/1/2016,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-13.8444005,33.8569829,Yes,NA,4/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-13.8440897,33.8560728,Yes,NA,4/1/2014,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-13.8443574,33.8561521,Yes,NA,3/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-15.7867272,35.015933,Yes,Human,1/1/2016,No,NA,NA,Solid waste,Hazardous waste,Yes,Commercial - collection and disposal,NA,NA,NA,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-13.8550487,33.8331387,Yes,NA,4/1/2016,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-13.8551468,33.8331127,Yes,NA,3/1/2016,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-15.786711,35.0158973,Yes,NA,6/1/2018,Yes,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,50 - 500,Incineration (Burning of Waste) Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-15.7865847,35.0158052,Yes,NA,2/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Municipal - community waste site,"2500 - 10,000",Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-15.7867076,35.0159506,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,Yes,Municipal - community waste site,50 - 500,Other,Illegal disposal ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-13.8558737,33.83275,Yes,NA,3/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-13.8553228,33.8326211,Yes,NA,4/1/2016,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-14.0963818,34.0575838,Yes,NA,3/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2018,-14.0988095,34.0553216,Yes,NA,3/1/2013,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,None,NA,Waste water discharge from Domestic or Municipal sources
29/06/2018,-13.8247288,33.6014244,Yes,NA,2/1/2011,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-13.8262529,33.6055791,Yes,NA,11/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-13.8177739,33.6150171,Yes,NA,3/1/2014,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-13.8177465,33.6148711,Yes,Human,2/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-13.8177103,33.6145541,Yes,NA,1/1/2009,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-13.8180211,33.6146436,Yes,NA,1/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-14.0879654,34.070535,Yes,NA,10/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-15.8411533,34.9909019,Yes,NA,1/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-15.869366,34.9705804,Yes,NA,3/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-15.6704426,34.9538609,Yes,NA,6/1/2015,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-15.8770608,34.9705272,Yes,NA,5/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-15.8770982,34.9705909,Yes,NA,5/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-15.8411979,34.9912073,Yes,Human,9/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-15.6657975,34.952741,Yes,NA,8/1/2013,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-15.6704606,34.9539356,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-13.8568519,33.8327511,Yes,NA,10/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-13.8568116,33.8328079,Yes,NA,3/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-13.8567917,33.8329985,Yes,NA,5/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/06/2018,-14.0341925,33.3822509,Yes,NA,3/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/06/2018,-14.0190359,33.4222339,Yes,NA,3/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/06/2018,-14.0074711,33.8119764,Yes,NA,6/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/06/2018,-14.0068101,33.8111099,Yes,NA,5/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/06/2018,-14.019762,33.4199181,Yes,NA,1/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/06/2018,-14.0240862,33.4176177,Yes,NA,1/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/06/2018,-14.0239946,33.4178866,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/06/2018,-14.0241043,33.4178368,Yes,NA,2/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/06/2018,-14.0239765,33.4178961,Yes,NA,1/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/06/2018,-14.0046619,33.8836465,Yes,NA,2/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/06/2018,-14.0048808,33.8081106,Yes,NA,1/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/06/2018,-14.0239352,33.4179007,Yes,NA,1/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/06/2018,-13.8611421,33.8843561,Yes,NA,2/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-13.8436135,33.6658195,Yes,NA,8/1/2006,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-13.8433824,33.6656295,Yes,NA,7/1/2000,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-13.8430341,33.6660135,Yes,NA,7/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-13.843199,33.6661747,Yes,NA,8/1/2011,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-13.8403602,33.6661749,Yes,NA,8/1/2010,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-14.0538013,33.4063266,Yes,NA,6/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-14.053829,33.4061749,Yes,NA,3/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-14.0535086,33.4064015,Yes,NA,2/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-14.0530455,33.4059002,Yes,NA,2/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-14.0530609,33.4057998,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-13.8414572,33.6660324,Yes,NA,8/1/2013,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-13.8417382,33.6658734,Yes,NA,5/1/2013,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-13.8444269,33.6728669,Yes,NA,10/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-13.8555394,33.6727435,Yes,NA,11/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-13.792376,33.7289415,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/07/2018,-13.7931209,33.7287591,Yes,NA,7/1/2014,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/07/2018,-13.8687796,33.8271835,Yes,NA,4/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/07/2018,-13.8420944,33.6830218,Yes,NA,11/1/2017,No,NA,NA,Solid waste,Household waste,No,Municipal - community waste site,50 - 500,Other,School ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/07/2018,-13.8716243,33.8256021,Yes,NA,4/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/07/2018,-14.1512223,33.7060707,Yes,NA,7/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/07/2018,-14.1506282,33.7059784,Yes,NA,4/1/2013,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/07/2018,-14.1504017,33.706092,Yes,NA,1/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/07/2018,-14.1504319,33.706171,Yes,NA,10/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/07/2018,-14.1506325,33.7064819,Yes,NA,12/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/07/2018,-14.1506992,33.7065015,Yes,Human,7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/07/2018,-13.989968,33.7895508,Yes,NA,6/1/2013,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,None,NA,Stagnant water from a Water Point or Water Discharge Point
03/07/2018,-15.4568145,35.2960421,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/07/2018,-13.8188548,33.6154591,Yes,Human,1/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/07/2018,-13.8237769,33.603903,Yes,NA,5/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/07/2018,-13.8188611,33.6156956,Yes,NA,2/1/2001,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/07/2018,-13.8185127,33.6158217,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/07/2018,-13.818342,33.6156889,Yes,NA,4/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/07/2018,-14.1513839,33.7075453,Yes,NA,7/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/07/2018,-15.454705,35.2938753,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/07/2018,-13.8178,33.6162489,Yes,NA,1/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/07/2018,-13.8175088,33.6157606,Yes,NA,7/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/07/2018,-13.8174371,33.6154756,Yes,NA,3/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/07/2018,-14.0358189,33.3827366,Yes,NA,3/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/07/2018,-13.8175358,33.6154242,Yes,NA,2/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
